cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2013-10-23,66.190,0.695,-0.972,0.015,0.761,2.716
2013-10-22,66.840,-0.972,0.997,1.150,3.100,4.275
2013-10-21,66.180,0.997,0.151,0.746,2.844,5.098
2013-10-18,66.080,0.151,0.594,1.928,2.196,5.391
2013-10-17,65.690,0.594,1.327,2.082,1.940,3.956
2013-10-16,64.830,1.327,0.746,0.263,1.139,1.535
2013-10-15,64.350,0.746,-0.479,-0.140,2.192,1.020
2013-10-14,64.660,-0.479,0.341,0.874,3.126,0.842
2013-10-11,64.440,0.341,0.530,2.334,1.978,0.468
2013-10-10,64.100,0.530,1.795,2.233,0.392,0.470
2013-10-09,62.970,1.795,0.431,-0.348,-1.146,-2.007
2013-10-08,62.700,0.431,-0.775,-1.801,-2.215,-2.776
2013-10-07,63.190,-0.775,-1.034,-0.801,-1.481,-1.604
2013-10-04,63.850,-1.034,0.235,-0.421,0.078,-0.468
2013-10-03,63.700,0.235,-0.655,-0.686,-0.871,-0.856
2013-10-02,64.120,-0.655,-0.031,0.502,-0.574,-0.233
2013-10-01,64.140,-0.031,0.533,-0.187,-0.125,-0.927
2013-09-30,63.800,0.533,-0.716,-1.070,-0.546,-1.922
2013-09-27,64.260,-0.716,-0.357,0.062,0.016,1.420
2013-09-26,64.490,-0.357,0.420,0.530,0.342,1.848
2013-09-25,64.220,0.420,0.109,-0.047,-0.803,2.212
2013-09-24,64.150,0.109,-0.156,-0.187,-1.384,2.591
2013-09-23,64.250,-0.156,-0.031,-0.757,1.405,2.163
2013-09-20,64.270,-0.031,-0.726,-1.199,1.500,2.553
2013-09-19,64.740,-0.726,-0.477,2.178,3.040,4.470
2013-09-18,65.050,-0.477,2.667,2.732,4.030,6.413
2013-09-17,63.360,2.667,0.063,0.844,0.747,4.211
2013-09-16,63.320,0.063,0.780,1.263,1.037,4.059
2013-09-13,62.830,0.780,0.480,-0.095,1.388,4.178
2013-09-12,62.530,0.480,-0.572,-0.223,2.290,5.679
2013-09-11,62.890,-0.572,0.351,1.485,3.438,4.974
2013-09-10,62.670,0.351,1.130,2.519,2.991,4.433
2013-09-09,61.970,1.130,1.374,1.924,2.752,3.146
2013-09-06,61.130,1.374,0.543,0.460,3.312,0.016
2013-09-05,60.800,0.543,-0.082,0.812,1.486,-1.251
2013-09-04,60.850,-0.082,0.895,2.839,1.400,-0.311
2013-09-03,60.310,0.895,1.927,0.668,0.383,-0.232
2013-08-30,59.170,1.927,-1.235,-1.400,-3.190,-3.270
2013-08-29,59.910,-1.235,-0.167,-0.283,-2.696,-2.188
2013-08-28,60.010,-0.167,-0.117,-1.816,-1.687,-2.723
2013-08-27,60.080,-0.117,-1.702,-2.420,-0.612,-2.436
2013-08-26,61.120,-1.702,-0.731,0.131,-0.082,-1.578
2013-08-23,61.570,-0.731,0.868,1.853,0.522,-0.806
2013-08-22,61.040,0.868,0.976,-0.213,-1.054,-1.022
2013-08-21,60.450,0.976,-1.177,-1.306,-1.835,-2.248
2013-08-20,61.170,-1.177,-0.131,-0.843,-1.498,-0.907
2013-08-19,61.250,-0.131,-0.713,-0.536,-1.321,0.114
2013-08-16,61.690,-0.713,0.179,-0.660,0.032,0.391
2013-08-15,61.580,0.179,-0.837,-0.789,-0.420,0.065
2013-08-14,62.100,-0.837,0.048,0.697,0.599,0.697
2013-08-13,62.070,0.048,0.649,0.372,1.455,1.471
2013-08-12,61.670,0.649,-0.275,-0.097,0.358,2.187
2013-08-09,61.840,-0.275,0.178,1.079,0.487,2.707
2013-08-08,61.730,0.178,0.899,0.456,0.097,2.507
2013-08-07,61.180,0.899,-0.439,-0.585,0.016,0.625
2013-08-06,61.450,-0.439,-0.146,-0.357,1.823,0.441
2013-08-05,61.540,-0.146,-0.211,0.605,2.209,0.786
2013-08-02,61.670,-0.211,0.817,2.187,2.408,0.867
2013-08-01,61.170,0.817,1.359,1.594,0.609,0.262
2013-07-31,60.350,1.359,0.233,0.216,-1.357,-0.527
2013-07-30,60.210,0.233,-0.017,-0.970,-1.392,-0.840
2013-07-29,60.220,-0.017,-0.954,-1.569,-1.505,-0.166
2013-07-26,60.800,-0.954,-0.621,-0.426,-0.344,1.097
2013-07-25,61.180,-0.621,0.197,0.065,0.841,1.662
